overall,reviewText,summary,documents
5.0,"I just got into wet shaving.  I decided to invest a little money into it and buy some nicer stuff than just the basic starter kit.  I purchased the Merkur Long Handle Safety Razor and the Escali Badger Hair brush and this stand to hold them.  It is a basic stand and it looks nice and feels sturdy.  The base is pretty heavy, which keeps it upright when the brush and razor are resting on it.  The Perfect Deluxe Chrome Razor and Brush Stand hold the Escali and Merkur perfectly.  Since both of these items are very popular, this stand is a nice complement to both items.  The only down side to the stand I see is if you drip water on it, it will get water spots but it can easily be cleaned.",Great Stand for Merkur Razor and Escali Brush,"['get', 'wet', 'shaving', 'decide', 'invest', 'little', 'money', 'buy', 'nicer', 'stuff', 'basic', 'starter', 'kit', 'purchase', 'merkur', 'long', 'handle', 'safety', 'razor', 'escali', 'badger', 'hair', 'brush', 'stand', 'hold', 'basic', 'stand', 'look', 'nice', 'feel', 'sturdy', 'base', 'pretty', 'heavy', 'keep', 'upright', 'brush', 'razor', 'rest', 'perfect', 'deluxe', 'chrome', 'razor', 'brush', 'stand', 'hold', 'escali', 'merkur', 'perfectly', 'since', 'item', 'popular', 'stand', 'nice', 'complement', 'item', 'side', 'stand', 'see', 'drip', 'water', 'get', 'water', 'spot', 'easily', 'clean']"
5.0,Great product,Love it,"['great', 'product']"
5.0,LOOKS GREAT ON MY WALL,PERFECT,"['look', 'great', 'wall']"
4.0,This is a great stand.  It's very stylish and works perfect.  The only thing I found is that it might not fit some shave brushes if the diameter of the handle is too large.  So just keep that in mind when purchasing.  Other than that it is perfect.,Great stand just make sure shave brush will fit,"['great', 'stand', 'stylish', 'work', 'perfect', 'thing', 'find', 'may', 'fit', 'shave', 'brush', 'diameter', 'handle', 'large', 'keep', 'mind', 'purchase', 'perfect']"
5.0,"Does its job, and has a nice weight to it.",Great Stand,"['job', 'nice', 'weight']"
4.0,Well built product,Well built product,"['well', 'build', 'product']"
5.0,"Works great! Has a nice chrome polished finish, sturdy and stable with the weight of my Parker 22 and Boar hair brush. Doesn't tip over as I suspected, balanced nicely.",Works great! Has a nice chrome polished finish,"['work', 'great', 'nice', 'chrome', 'polished', 'finish', 'sturdy', 'stable', 'weight', 'parker', 'boar', 'hair', 'brush', 'nt', 'tip', 'suspect', 'balance', 'nicely']"
4.0,"Looks classy, keeps brush and razor neatly organized.",Great Addition to Bathroom,"['look', 'classy', 'keep', 'brush', 'razor', 'neatly', 'organize']"
5.0,Love the look of my shaving brush and razor in this holder on my bathroom shelf.,Great looking and very functional.,"['love', 'look', 'shaving', 'brush', 'razor', 'holder', 'bathroom', 'shelf']"
5.0,Very nice addition to my Vikings Blade Razor. Feels solid and heavy...,Perfect addition to my Vikings Blade Razor,"['nice', 'addition', 'viking', 'blade', 'razor', 'feel', 'solid', 'heavy']"
5.0,As described. Looks good and functions well.,Look good.,"['describe', 'look', 'good', 'function', 'well']"
5.0,Does the job,Great value,['job']
4.0,Wish the brush holder satuck out a bit more so I could place my cup under it to catch anyt drips that may happen. Other than that I'd have given it 5 stars. It's heavy enough so it doesn't move all over the place while getting my razor or brush from it. Looks very nice as well.,Nice stand,"['wish', 'brush', 'holder', 'satuck', 'bit', 'could', 'place', 'cup', 'catch', 'anyt', 'drip', 'may', 'happen', 'give', 'star', 'heavy', 'enough', 'nt', 'move', 'place', 'get', 'razor', 'brush', 'look', 'nice', 'well']"
5.0,"Sturdy base, as I hoped, and maintains polish/shine even after occasional splash. Does not look cheap. Top screw that holds it all together stays snug. I'd buy it again even if more expensive.",Happy customer,"['sturdy', 'base', 'hope', 'maintains', 'polishshine', 'even', 'occasional', 'splash', 'look', 'cheap', 'top', 'screw', 'hold', 'together', 'stay', 'snug', 'buy', 'even', 'expensive']"
5.0,"It's all about that base!  Sorry, just kidding.  This is my first base for my first safety razor.  So far it has held up very well sitting beside of the shower.  I can't say if the metal would hold up in the shower.",Great base / Brush stand!,"['base', 'sorry', 'kid', 'first', 'base', 'first', 'safety', 'razor', 'far', 'hold', 'well', 'sit', 'beside', 'shower', 'ca', 'nt', 'say', 'metal', 'would', 'hold', 'shower']"
1.0,"if you have a gilete this does not hold it. It looks like to work with old style razors or some specific ones. Not a very thoughtful design, or description of the product. I am paling on returning and getting something different.",It looks like to work with old style razors or some specific ...,"['gilete', 'hold', 'look', 'like', 'work', 'old', 'style', 'razor', 'specific', 'one', 'thoughtful', 'design', 'description', 'product', 'pale', 'return', 'get', 'something', 'different']"
5.0,Nice n fancy n well made,Five Stars,"['nice', 'n', 'fancy', 'n', 'well', 'make']"
5.0,This fit my Cavendish beaver shaving brush and held my Harry's razor.  Very sturdy.,nice shaving stand,"['fit', 'cavendish', 'beaver', 'shaving', 'brush', 'hold', 'harry', 'razor', 'sturdy']"
4.0,Sturdy and my razor and brush do not move once I set them on it.. mostly due to gravity.. but yes.. it works.,Sturdy and my razor and brush do not move once ...,"['sturdy', 'razor', 'brush', 'move', 'set', 'mostly', 'due', 'gravity', 'yes', 'work']"
5.0,I love this brush stand so much I just got another for se at my vacation house! Keeps the brush in perfect shape.,Keeps the brush handy and in perfect shape.,"['love', 'brush', 'stand', 'much', 'get', 'another', 'se', 'vacation', 'house', 'keep', 'brush', 'perfect', 'shape']"
5.0,"Product was exactly as advertised, solid and well finished.  Arrived when seller said it would.  Reasonably priced.  What more could you ask?",just right.,"['product', 'exactly', 'advertise', 'solid', 'well', 'finish', 'arrive', 'seller', 'say', 'would', 'reasonably', 'price', 'could', 'ask']"
5.0,Nice bit of elegance in a seriously disorganized bathroom. (Just to prove I'm not a complete slob.),Five Stars,"['nice', 'bit', 'elegance', 'seriously', 'disorganized', 'bathroom', 'prove', 'complete', 'slob']"
5.0,does what its intended for looks good,Five Stars,"['intend', 'look', 'good']"
5.0,Great item. Well balanced. Great size for my vanity.,Great item.,"['great', 'item', 'well', 'balance', 'great', 'size', 'vanity']"
5.0,Holds my razor and brush nicely.,Works as designed.,"['hold', 'razor', 'brush', 'nicely']"
5.0,My husband loves it.  Would recommend it to any one. Good quality.,Would recommend it to any one,"['husband', 'love', 'would', 'mend', 'one', 'good', 'quality']"
4.0,not to bad holds everything nicely.,Four Stars,"['bad', 'hold', 'everything', 'nicely']"
5.0,"Works well and as designed.  Considering the price, this is a fantastic bargain.",Inexpensive and Works!,"['work', 'well', 'design', 'consider', 'price', 'fantastic', 'bargain']"
5.0,Very good quality razor/brush stand.,Five Stars,"['good', 'quality', 'razorbrush', 'stand']"
5.0,"Well built, solid product which is an attractive addition to the bathroom sink top.",Solid product,"['well', 'build', 'solid', 'product', 'attractive', 'addition', 'bathroom', 'sink', 'top']"
5.0,"Looks great, feels solid, works well, size fits in the medicine cabinet.  Thanks.",Five Stars,"['look', 'great', 'feel', 'solid', 'work', 'well', 'size', 'fit', 'medicine', 'cabinet', 'thanks']"
5.0,the stand is sturdy,the stand is,"['stand', 'sturdy']"
5.0,Beautiful chrome!  Super sturdy!,Five Stars,"['beautiful', 'chrome', 'super', 'sturdy']"
5.0,Arrived quickly and just as described.,Five Stars,"['arrive', 'quickly', 'describe']"
5.0,Excellent product! Bought this as a gift for my husband and he loves it. Super quality!,Five Stars,"['excellent', 'product', 'buy', 'gift', 'husband', 'love', 'super', 'quality']"
5.0,Worth the money. Heavy Duty. No complaints.,Well worth the money,"['worth', 'money', 'heavy', 'duty', 'complaint']"
5.0,"High quality, very nice. Exactly as pictured.",very nice. Exactly as pictured,"['high', 'quality', 'nice', 'exactly', 'picture']"
5.0,This product has a nice finish and feels like it's well built. I would definitely buy this again.,Five Stars,"['product', 'nice', 'finish', 'feel', 'like', 'well', 'build', 'would', 'definitely', 'buy']"
4.0,"This stand is good looking and seems to be made of quality metal - however it is not wide enough for the handle of my Parker brush.  I was able to bend the tines to make it work, but it doesn't sit securely.  I think you need to pay attention to the width of your brush handle.  With a narrower handle it would be perfect.",This stand is good looking and seems to be made of quality metal ...,"['stand', 'good', 'look', 'seem', 'make', 'quality', 'metal', 'however', 'wide', 'enough', 'handle', 'parker', 'brush', 'able', 'bend', 'tine', 'make', 'work', 'nt', 'sit', 'securely', 'think', 'need', 'pay', 'attention', 'width', 'brush', 'handle', 'narrower', 'handle', 'would', 'perfect']"
5.0,"Very nice, exactly as described. highly recommend.",Five Stars,"['nice', 'exactly', 'describe', 'highly', 'mend']"
5.0,Well weighted and good quality. Looks very nice in person.,Nice Stand,"['well', 'weighted', 'good', 'quality', 'look', 'nice', 'person']"
1.0,The larger side is too small to fit any of the brushes i had,One Star,"['large', 'side', 'small', 'fit', 'brush']"
5.0,Very nice. Holds my Gillette Fusion and synthetic shaving brush in the correct position & looks great,EXCELLENT VALUE,"['nice', 'hold', 'gillette', 'fusion', 'synthetic', 'shaving', 'brush', 'correct', 'position', 'look', 'great']"
5.0,"Nice little cases.  They seem to be made well enough for this price point.  We're happy with them!  (We purchased two sets, for a total of 4 cases).","Convenient storage, well made.","['nice', 'little', 'case', 'seem', 'make', 'well', 'enough', 'price', 'point', 'happy', 'purchase', 'two', 'set', 'total', 'case']"
5.0,I like it,I like it,['like']
5.0,Great service! My father in law will love it!,Five Stars,"['great', 'service', 'father', 'law', 'love']"
3.0,"A very good looking stand. Note that while the brush side was perfect, the razor side didn't hold very well. It kept slipping off. I just wrapped a small rubber band around the razor head and now it seats better in the cradle.",Good Looking Item But Razor Side is Slippery,"['good', 'look', 'stand', 'note', 'brush', 'side', 'perfect', 'razor', 'side', 'nt', 'hold', 'well', 'keep', 'slip', 'wrap', 'small', 'rubber', 'band', 'around', 'razor', 'head', 'seat', 'well', 'cradle']"
5.0,Excellent product fast shipment,Five Stars,"['excellent', 'product', 'fast', 'shipment']"
5.0,"I bought this stand shortly after changing from canned shaving cream to a beaver brush system to help preserve the brush.  It is a very solid, well constructed hanger for both the brush and some razors.  The razor hanging side does not work for my particular razor (Mach 3 which is a rather dated design by a major manufacturer) but the brush holder is a must to help keep you beaver brush rinsed clean and allowed to dry.  The product comes with instructions for disassembly and thorough cleaning of the stand which I really appreciate.  The fact that it does not hold my particular razor does not cause me any real concern because, due to the number of different razor designs on the market these days, I doubt that it is possible to design a system that could work for every conceivable razor on the market.  Who knows, I may change razors next?
My primary use for this stand from the start was to keep the beaver brush clean and to allow it to dry thoroughly between uses and it performs admirably for that purpose.  In addition it is well made and based on the quality of construction I anticipate that the finish and the stand will hold up for several years of everyday use.  I took the time to write this because I was impressed with the overall quality which I find to be a rarity these days.",Pleasantly Suprised by the Sturdy Design and Overall Quality,"['buy', 'stand', 'shortly', 'change', 'can', 'shaving', 'cream', 'beaver', 'brush', 'system', 'help', 'preserve', 'brush', 'solid', 'well', 'construct', 'hanger', 'brush', 'razor', 'razor', 'hang', 'side', 'work', 'particular', 'razor', 'mach', 'rather', 'date', 'design', 'major', 'manufacturer', 'brush', 'holder', 'must', 'help', 'keep', 'beaver', 'brush', 'rinse', 'clean', 'allow', 'dry', 'product', 'come', 'instruction', 'disassembly', 'thorough', 'clean', 'stand', 'really', 'appreciate', 'fact', 'hold', 'particular', 'razor', 'cause', 'real', 'concern', 'due', 'number', 'different', 'razor', 'design', 'market', 'day', 'doubt', 'possible', 'design', 'system', 'could', 'work', 'every', 'conceivable', 'razor', 'market', 'know', 'may', 'change', 'razor', 'next', 'primary', 'use', 'stand', 'start', 'keep', 'beaver', 'brush', 'clean', 'allow', 'dry', 'thoroughly', 'use', 'perform', 'admirably', 'purpose', 'addition', 'well', 'make', 'base', 'quality', 'construction', 'anticipate', 'finish', 'stand', 'hold', 'several', 'year', 'everyday', 'use', 'take', 'time', 'write', 'impress', 'overall', 'quality', 'find', 'rarity', 'day']"
5.0,"Unit arrived brand new, perfect condition.",perfect condition.,"['unit', 'arrive', 'brand', 'new', 'perfect', 'condition']"
